unit_number,time_in_cycles,op_setting_1,op_setting_2,op_setting_3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21
9,132,0.002762553438319908,0.0001219750216616385,100.0,519.5862,643.1872,1591.7594,1402.164,14.6612,21.5728,554.2739,2381.522,9057.6812,1.2987,47.5035,521.7949,2385.881,8164.0753,8.4241,0.03,393.0959,2386.447,100.1414,38.7419,23.172
9,133,-0.0008946636971423744,0.00010257234101350418,100.0,518.9356,646.1626,1593.3286,1404.9587,14.6417,21.614,553.0562,2381.7868,9047.5215,1.3008,47.5661,520.451,2389.6068,8120.4895,8.4058,0.03,392.9402,2390.341,99.7397,38.7597,23.2506
9,134,0.0013982313250602558,0.0001327036551057985,100.0,519.695,644.612,1591.5955,1402.7046,14.5953,21.6798,553.2713,2387.1831,9052.3026,1.2983,47.5794,521.0635,2394.2251,8152.8703,8.423,0.03,392.8958,2391.7391,100.0755,38.6272,23.2096
9,135,0.0010024281622834778,0.00022049785529281376,100.0,518.3935,642.647,1592.8344,1406.011,14.596,21.642,552.3632,2389.8837,9056.6852,1.2984,47.6297,521.2065,2385.1024,8138.0312,8.4117,0.03,392.9366,2385.7612,99.7907,38.6349,23.1549
9,136,-0.0017804269982700663,0.0002650169658028147,100.0,518.557,644.7072,1594.3668,1401.7995,14.6216,21.6292,554.0265,2389.3819,9050.9304,1.3016,47.66,521.0031,2389.6859,8137.5965,8.4113,0.03,391.8193,2387.4826,99.7494,38.6335,23.1649
9,137,0.001806347122154525,0.00010999194772142044,100.0,518.1197,646.2171,1593.2791,1405.3586,14.6321,21.5759,555.2843,2389.2659,9046.9656,1.303,47.7029,520.7007,2385.7078,8124.4948,8.4154,0.03,393.5924,2389.5539,100.3066,38.5997,23.1769
9,138,-0.0004750395575200065,0.00011554435340444277,100.0,518.6644,643.5832,1592.931,1403.637,14.6119,21.6012,553.9029,2390.9545,9045.6207,1.3006,47.7674,521.6545,2386.7276,8133.8406,8.3984,0.03,392.2306,2388.9654,99.9359,38.6952,23.1508
9,139,0.000349027189466174,0.0001674812158196926,100.0,518.1132,644.7328,1592.3582,1404.0341,14.5925,21.5828,551.4855,2385.7275,9028.3497,1.2966,47.5564,521.612,2384.1859,8152.7932,8.4269,0.0301,393.194,2390.6784,100.0399,38.6176,23.1342
9,140,0.0014062268066245452,0.00026764120465168275,100.0,518.6296,645.8948,1594.9946,1404.3462,14.6397,21.6323,552.1154,2396.3441,9053.0762,1.2991,47.7342,520.9728,2386.3452,8164.0558,8.4408,0.03,393.7615,2391.1662,99.7332,38.6426,23.0861
9,141,0.002754832537562214,5.038537382899514e-05,100.0,520.0301,642.7195,1594.7981,1405.4221,14.599,21.6288,552.7484,2395.5577,9068.2893,1.3011,47.7808,520.6003,2389.882,8128.9251,8.4154,0.03,393.0172,2388.0332,100.1696,38.5876,23.1027
9,142,0.0012321419096183227,6.803151845490799e-05,100.0,519.0884,644.8896,1594.101,1401.649,14.6385,21.6004,552.9375,2386.9523,9031.6824,1.2966,47.6602,519.7748,2381.4994,8184.1909,8.4147,0.0299,392.5043,2385.5028,99.8404,38.5372,23.1339
9,143,4.736903161752827e-06,0.00015658249189397144,100.0,518.3305,645.4497,1588.449,1402.878,14.6177,21.6331,552.1467,2385.2273,9080.6613,1.3001,47.8787,521.3969,2388.2576,8127.6594,8.4208,0.03,393.0321,2389.7066,99.7511,38.5942,23.056
9,144,0.002689683801940273,9.543048018930401e-05,100.0,517.3685,646.7212,1597.9265,1407.5812,14.6047,21.6134,552.6521,2389.7621,9021.9902,1.2978,47.7976,521.8373,2385.3608,8129.5862,8.4399,0.03,393.2636,2385.0654,99.9282,38.4147,23.1369
9,145,4.4922602189645454e-05,0.00033153869231115397,100.0,518.6593,643.4993,1598.6472,1406.1162,14.6103,21.5983,551.8794,2397.5767,9048.8256,1.299,47.8976,520.5417,2381.8697,8134.9682,8.4239,0.03,393.4319,2390.7615,99.9519,38.5412,23.0658
9,146,-0.0008631383272190002,7.246211026794375e-05,100.0,518.6701,645.7087,1590.8861,1404.9616,14.6556,21.6642,551.6915,2387.6456,9030.265,1.3016,47.8222,520.1513,2388.5163,8141.195,8.4269,0.03,392.8327,2381.7088,99.9955,38.4973,23.0891
9,147,-0.0001420025680043402,0.00017377843011430485,100.0,518.6218,646.4243,1596.7657,1406.3213,14.6763,21.602,554.1914,2388.0095,9031.1438,1.3017,47.8005,521.2127,2385.4344,8127.5547,8.4264,0.03,392.9509,2384.2355,100.0036,38.4041,23.1265
9,148,0.001339372204518644,0.00024230306758068435,100.0,518.9378,644.8528,1593.3607,1404.1878,14.6015,21.623,553.3835,2385.7976,9044.3398,1.3,47.8081,521.0436,2387.9516,8110.7365,8.4488,0.03,392.9831,2393.1256,99.9294,38.3887,23.0528
9,149,0.00034655832869401717,0.0002277521914685218,100.0,518.3998,646.4737,1593.627,1400.7594,14.6317,21.573,552.3917,2390.202,9051.6829,1.3004,47.8334,519.959,2390.2073,8133.0483,8.4462,0.03,392.8992,2382.2427,99.7839,38.4401,23.0389
9,150,0.0003706097010280514,0.00030784371721890696,100.0,519.1484,645.0552,1599.6627,1404.7917,14.6445,21.6358,552.9296,2389.8306,9024.0081,1.3028,47.9298,518.9019,2391.5847,8114.177,8.4487,0.03,392.7893,2392.1741,99.8457,38.4408,22.9361
9,151,0.0018346819209788367,0.00025000350252392124,100.0,518.1194,646.5439,1598.2143,1407.9324,14.6331,21.5917,552.7734,2388.9355,9045.373,1.2986,47.7337,520.7977,2384.9675,8134.0859,8.4473,0.0301,392.8353,2392.1561,99.8993,38.4141,22.9646
9,152,6.69509868249556e-05,0.00012164979192930569,100.0,518.7507,644.8281,1596.1948,1402.044,14.6489,21.5802,552.942,2393.2907,9043.6512,1.3014,47.8821,521.0934,2387.1361,8148.303,8.4375,0.03,393.5909,2385.2289,100.1464,38.3344,22.99
9,153,0.0012735595461547972,0.00018024138622345088,100.0,518.1185,644.7782,1600.5797,1406.3522,14.5704,21.5767,552.9992,2387.7304,9039.9437,1.2969,47.9301,521.9776,2385.5355,8142.3897,8.4441,0.03,393.2539,2384.7783,100.2218,38.3394,22.9652
9,154,0.0006665023603628006,0.0004073281697560111,100.0,518.0925,646.8552,1599.1701,1406.4683,14.6257,21.6198,552.482,2385.7299,9050.0913,1.3017,47.894,520.3118,2381.3859,8147.5745,8.4208,0.03,394.1593,2389.6452,100.2911,38.322,22.9885
9,155,0.004333422726745802,0.00010342790991120141,100.0,519.7017,646.2679,1592.1136,1405.6603,14.6828,21.643,552.1814,2379.3888,9055.0014,1.3005,47.8129,518.3173,2390.9165,8135.3448,8.4535,0.03,393.5719,2390.2721,100.2423,38.2895,22.981
9,156,0.0026095036290653597,-1.3080291733982244e-05,100.0,518.3802,646.2079,1594.0187,1404.8908,14.6038,21.6303,552.7359,2388.941,9032.3145,1.298,47.9128,520.3164,2386.5491,8118.2405,8.4476,0.0301,394.2408,2394.5611,99.9591,38.3036,22.8966
9,157,0.0004241317769101315,0.00031774005317365656,100.0,519.6736,646.8615,1599.7097,1404.7581,14.6341,21.6425,553.2854,2387.2479,9036.777,1.3008,47.874,519.564,2391.6244,8156.4223,8.4443,0.03,393.3772,2385.7325,100.1801,38.212,23.0008
9,158,0.002835523104039793,0.00041446488227475545,100.0,518.6269,646.0518,1598.6303,1404.3194,14.5704,21.5791,552.7428,2388.329,9037.8667,1.2991,48.0161,520.2836,2393.6152,8133.5956,8.4583,0.03,394.3808,2391.4698,99.948,38.3494,22.9408
9,159,0.0017066026581193275,0.0002057501583592379,100.0,518.8997,647.8685,1603.7686,1410.8023,14.6359,21.6289,552.5398,2381.5831,9062.075,1.3,48.0503,519.8762,2390.37,8124.3614,8.442,0.0301,393.2006,2390.7021,100.2553,38.2141,22.9463
9,160,0.002427915908381679,0.00020151857569011443,100.0,519.1436,645.3211,1597.6323,1410.3762,14.6392,21.6332,552.5965,2386.4097,9063.4444,1.297,47.9149,519.8802,2393.4969,8129.9499,8.4595,0.0301,394.4826,2387.8996,100.1133,38.221,22.8922
9,161,0.0006348067801772025,0.0003621686498807554,100.0,518.8506,647.0654,1600.8067,1411.6377,14.612,21.5705,550.6456,2393.5395,9050.3889,1.3007,48.0115,520.5275,2384.887,8138.8464,8.4864,0.0299,393.5744,2386.1489,100.2067,38.1709,22.8491
9,162,0.00026001913485534836,0.0003553547961265181,100.0,518.4544,648.1813,1601.327,1405.5382,14.638,21.5444,552.2086,2383.8266,9061.7734,1.3017,47.9954,521.3284,2385.8597,8128.2836,8.4664,0.0299,394.1801,2392.004,99.9343,38.1487,22.8904
9,163,0.0008103081274707304,5.7399129491200664e-05,100.0,518.2386,648.7125,1599.6952,1406.5186,14.6467,21.6187,551.3938,2388.8013,9033.6031,1.2993,47.9879,521.5415,2391.2146,8134.7018,8.4755,0.0301,393.9027,2396.0156,100.0309,38.0938,22.9121
9,164,0.0017369483610137223,0.00012891184666989955,100.0,518.8756,648.0354,1598.9309,1409.1099,14.6471,21.5384,551.3044,2376.7727,9027.6375,1.3014,48.1267,520.2576,2389.9953,8127.7112,8.4328,0.03,393.5479,2393.8422,100.2786,38.1667,22.8145
9,165,0.002709320210609835,0.0004687747974205656,100.0,516.6774,649.1833,1599.0604,1407.8814,14.6216,21.6034,550.553,2391.1047,9042.9797,1.3025,48.1158,519.7459,2392.6643,8142.5882,8.4725,0.03,394.3503,2388.001,100.005,38.1246,22.8898
9,166,-0.0018769840874097816,0.0002650887429837709,100.0,519.386,650.0366,1600.549,1406.0957,14.6277,21.5975,550.3697,2389.8854,9038.1892,1.3003,48.1424,518.6893,2387.8355,8139.7014,8.4664,0.03,393.7875,2391.0094,99.7685,38.1381,22.8259
9,167,0.004062145416792368,0.00014224588496860064,100.0,519.1318,649.3504,1598.6725,1410.3579,14.6332,21.6202,551.4606,2382.4483,9051.2989,1.3003,48.0983,519.4814,2389.1459,8134.6855,8.4731,0.03,394.5977,2386.6207,100.0275,38.1006,22.7833
9,168,0.0006271123762514913,0.00020824813554313123,100.0,518.6918,651.0992,1597.5003,1409.1705,14.616,21.5586,552.6941,2390.0611,9060.1393,1.2978,48.1532,519.7205,2390.0252,8149.2722,8.4651,0.0299,392.8671,2389.5698,100.0402,38.0587,22.743
9,169,-0.0020842419498817637,0.00037291547194059135,100.0,519.7569,649.055,1600.6564,1408.3578,14.6574,21.5423,553.0186,2395.2292,9043.5938,1.2978,48.0455,519.4819,2386.9313,8144.4242,8.4799,0.03,392.8917,2386.443,100.0134,38.0487,22.7165
9,170,0.0009708614729692247,0.00019109730545129793,100.0,518.4457,651.0486,1603.7156,1409.9449,14.6049,21.6077,552.0445,2396.899,9055.7588,1.2979,48.0425,519.1645,2391.0443,8154.9327,8.4725,0.03,394.8592,2391.3149,100.3362,37.9335,22.7435
9,171,0.0009093784341624321,0.00027096441337919454,100.0,519.1643,647.6392,1605.0812,1412.6601,14.6129,21.5502,552.0182,2385.9808,9044.5666,1.2992,48.1902,520.1905,2386.0969,8149.2172,8.458,0.0299,394.6951,2390.4715,99.9726,37.9541,22.7443
9,172,0.004638361059940776,0.00029549092315487636,100.0,516.8988,651.6386,1598.8151,1414.1332,14.6145,21.5937,550.5813,2383.6533,9031.8864,1.3019,48.3331,518.9016,2394.909,8118.7256,8.4708,0.03,393.5789,2389.8995,100.1065,37.8392,22.6585
9,173,0.003370237882948608,0.00027950062830849905,100.0,518.3018,649.7548,1601.8465,1411.3975,14.6458,21.5795,550.6845,2387.3359,9038.0435,1.2992,48.1973,519.5197,2391.3896,8129.8819,8.4795,0.03,394.6967,2391.0901,100.0371,37.8457,22.6832
9,174,0.0021207425984692465,0.00019200280885597675,100.0,517.9646,651.0855,1606.246,1411.1758,14.6331,21.5395,551.0409,2386.9761,9051.7531,1.3012,48.1905,518.6648,2392.0154,8129.4475,8.4717,0.03,395.3693,2389.8705,99.822,37.9077,22.6748
9,175,0.0014100128994698157,0.00013595104695448174,100.0,518.4753,649.6541,1603.3561,1412.8905,14.6365,21.6097,552.7131,2377.7687,9067.8501,1.3007,48.2452,518.1929,2389.5735,8156.9274,8.4796,0.03,394.8714,2389.1189,100.0374,37.8645,22.5949
9,176,-0.00046169558499075444,0.0002790751233748933,100.0,519.1724,651.9089,1599.3928,1413.9562,14.5749,21.6436,551.55,2387.9159,9041.2643,1.2998,48.3268,519.0827,2389.3487,8145.4059,8.4695,0.0299,395.2103,2385.2333,100.1889,37.8709,22.649
9,177,0.0022002513205732445,8.463494344862303e-05,100.0,517.1282,648.3666,1605.788,1410.7922,14.6483,21.5374,550.6799,2387.5046,9064.7985,1.2951,48.3329,520.0768,2389.3595,8117.8772,8.4732,0.03,394.9131,2382.5245,99.9972,37.8598,22.5823
9,178,1.0878721642495516e-06,0.0004792501809676715,100.0,520.0699,650.8028,1606.2742,1410.5679,14.6292,21.6109,549.0419,2386.261,9058.9461,1.2966,48.5093,518.6325,2383.8813,8121.7722,8.4729,0.03,396.2746,2386.0601,99.8612,37.791,22.6307
9,179,0.001201474462092551,0.00021912005700122034,100.0,519.5975,651.5608,1604.4273,1413.3227,14.6319,21.6334,550.5733,2388.0593,9030.3347,1.3012,48.3188,518.3147,2389.8687,8158.7615,8.5005,0.03,394.5273,2388.622,99.9623,37.7503,22.5622
9,180,0.000560244781880285,0.0002457771209538353,100.0,519.2866,652.8041,1603.3985,1415.3052,14.6302,21.6108,551.5148,2384.7233,9034.6754,1.2988,48.5353,518.2647,2389.1889,8143.0111,8.4654,0.0301,394.9829,2389.5645,99.9431,37.715,22.505
9,181,0.003424445355253909,0.00015651350176040644,100.0,518.2494,651.9018,1604.9659,1414.1928,14.5971,21.627,549.4275,2389.7342,9017.1847,1.2985,48.3766,517.6985,2392.2474,8134.0217,8.5071,0.03,394.7988,2391.3187,99.6856,37.6826,22.5909
9,182,0.0020987773346154014,0.00032778308087042234,100.0,517.6422,652.283,1606.3104,1415.1751,14.6175,21.6058,550.8784,2399.1189,9065.1951,1.3034,48.3811,518.9235,2389.8051,8134.2837,8.4799,0.03,395.3747,2384.8436,99.8511,37.7247,22.47
9,183,2.024760671256987e-05,0.0002764600074231713,100.0,519.3284,653.0038,1603.2291,1416.5034,14.6004,21.6087,550.1572,2388.336,9047.4585,1.2998,48.4517,518.0513,2392.6095,8138.6448,8.4687,0.03,394.3606,2392.3224,100.2008,37.6866,22.4924
9,184,0.004459356623306138,0.00034667647082900575,100.0,519.6206,651.7441,1605.6465,1412.5857,14.5989,21.588,551.0328,2389.155,9035.5584,1.3011,48.4999,517.2394,2386.7292,8123.2761,8.4918,0.0301,395.8233,2384.3545,99.8298,37.5464,22.4869
9,185,0.00043981021876619353,0.00019942059652468768,100.0,518.5637,650.1614,1602.1697,1413.8717,14.5973,21.5992,548.5929,2390.3784,9040.428,1.3022,48.5388,517.3784,2393.1259,8126.1153,8.5032,0.0301,396.0159,2384.5841,100.0402,37.6236,22.4258
9,186,0.004047267758273991,0.00031744345716880123,100.0,518.0528,652.3959,1607.4613,1411.1109,14.6202,21.6187,549.6848,2389.4161,9045.0652,1.3012,48.5233,519.4012,2388.2402,8150.1812,8.5059,0.03,395.1757,2384.464,99.8847,37.5806,22.4361
9,187,0.0006361790998522909,0.0001944014651173723,100.0,518.1787,656.0278,1606.3194,1417.424,14.6163,21.6401,550.3269,2391.7531,9044.4921,1.2985,48.8063,518.5358,2378.6522,8133.219,8.4793,0.03,396.147,2387.9051,99.8095,37.5635,22.3487
9,188,0.0007627849093185357,0.0002941796512973558,100.0,521.5101,653.6751,1611.7734,1410.9541,14.6221,21.6004,549.1619,2385.7293,9038.849,1.3016,48.5493,519.0209,2385.0969,8142.9339,8.4993,0.03,395.6455,2391.9795,100.2485,37.5202,22.3436
9,189,0.0016270089261493886,0.00014392307417464091,100.0,518.6714,651.884,1610.1784,1416.2951,14.6186,21.6167,549.9111,2386.3583,9042.344,1.3,48.6035,518.0928,2386.3337,8118.6073,8.4928,0.03,395.335,2389.5361,99.7038,37.3662,22.4285
9,190,0.0031637869411742453,8.892559032707319e-05,100.0,519.1737,653.6414,1606.4264,1415.9644,14.5821,21.63,548.9221,2388.4371,9040.6061,1.2988,48.6766,519.7539,2387.3365,8143.4096,8.5052,0.0301,396.2669,2384.4948,99.9798,37.4047,22.3113
9,191,-0.0028656207062068505,0.0002302868607895988,100.0,518.4804,656.2647,1609.0139,1416.139,14.59,21.5962,549.0776,2387.8382,9046.9452,1.2984,48.7497,518.8329,2387.4267,8124.5463,8.4889,0.03,396.0257,2386.7442,100.3248,37.4194,22.3664
9,192,0.0012983444878222178,0.0002465019018311585,100.0,518.2224,654.1409,1611.8674,1417.8909,14.6049,21.63,549.1826,2385.3855,9036.3737,1.302,48.6579,516.7482,2385.0561,8136.6296,8.4964,0.03,396.3144,2389.5042,100.0839,37.3857,22.3193
9,193,0.0027477202723667406,0.0003036386164776022,100.0,518.5849,655.7194,1607.1157,1415.4468,14.6127,21.6299,549.3849,2391.547,9043.6332,1.2997,48.6761,516.5313,2385.2892,8148.2927,8.5241,0.03,396.7143,2391.184,99.8931,37.3849,22.2969
9,194,0.002556112404563036,0.0003769218309241154,100.0,518.7694,654.0273,1608.4635,1418.4163,14.6002,21.6401,549.8507,2386.8823,9040.1927,1.2999,48.6172,518.534,2388.0051,8169.8167,8.503,0.0301,396.2479,2386.167,99.9018,37.2759,22.2893
9,195,0.0025168509609754257,0.0003231603689717154,100.0,518.2456,654.2751,1610.9553,1417.9754,14.5951,21.6005,548.1663,2390.6528,9047.7336,1.2991,48.9124,516.5534,2391.683,8126.5532,8.5338,0.03,396.5804,2384.2388,100.0451,37.2342,22.2143
9,196,0.0018834627509188612,0.0002354678388819948,100.0,518.6949,656.2613,1614.3945,1420.8022,14.6012,21.6123,550.142,2384.6662,9047.4697,1.2989,48.8577,516.9143,2392.4369,8136.8923,8.4934,0.0299,395.9281,2386.2584,100.0039,37.1904,22.2028
9,197,0.002462501598385413,0.00018137765138390535,100.0,518.1075,657.0354,1613.287,1421.0507,14.6334,21.5639,548.203,2385.9447,9025.1518,1.299,48.9185,516.746,2385.634,8136.1629,8.5332,0.0299,396.0784,2390.3122,99.8036,37.1567,22.1811
9,198,0.002080696502085733,0.00017455247515477885,100.0,518.3111,656.4374,1612.8456,1418.8047,14.6047,21.6706,549.5188,2388.0562,9040.3482,1.3021,48.8926,517.1918,2393.5466,8135.7062,8.5085,0.03,396.1261,2390.4616,100.061,37.0677,22.1626
9,199,0.0015196141844798466,0.0001898741613270217,100.0,518.9692,656.2799,1617.1813,1418.8188,14.6348,21.6081,547.3039,2390.7256,9069.3973,1.3004,48.9922,516.3378,2386.0091,8133.6862,8.4924,0.03,396.545,2385.5994,99.9537,37.1719,22.1548
9,200,0.0010524077946230854,0.00015033649913644912,100.0,519.1888,657.1797,1613.765,1419.9265,14.6036,21.5857,550.3555,2391.3363,9052.2123,1.3005,49.221,517.1011,2387.4481,8129.0899,8.5131,0.0301,397.3398,2387.45,100.13,36.9972,22.1396
9,201,-7.564307730884901e-05,0.0002478357537962663,100.0,518.9677,656.9421,1617.322,1420.9458,14.5929,21.6663,549.0445,2382.6975,9019.0688,1.2958,49.0005,516.1957,2386.8917,8118.2127,8.5336,0.03,395.9618,2392.0286,99.9298,37.0785,22.1181
10,1,0.0017792137609212433,7.312496192450976e-05,100.0,518.857,641.5254,1589.7414,1401.4286,14.6481,21.6314,553.9214,2393.3106,9038.3468,1.3029,47.4854,522.0573,2391.5056,8134.2661,8.4001,0.03,391.5017,2381.7378,100.1212,38.9222,23.3296
10,2,0.00018577445103499417,0.00015158505287489306,100.0,519.6968,643.6927,1589.8236,1404.0217,14.612,21.6092,553.6128,2382.4884,9038.5782,1.2988,47.4653,522.5616,2387.9939,8147.0995,8.4064,0.03,392.6542,2389.1276,100.2649,38.9044,23.3077
10,3,0.0017559353069414793,-2.759400371789571e-05,100.0,518.1495,643.9842,1592.5053,1404.2312,14.6384,21.607,554.459,2388.4492,9039.6479,1.3014,47.4438,521.7841,2390.3491,8128.0078,8.3995,0.03,391.3404,2386.0042,100.1116,38.8437,23.2909
10,4,-0.0015028025624952207,0.0003156094070166926,100.0,518.5818,642.2845,1590.5343,1403.7281,14.6242,21.5988,554.5552,2392.7051,9029.9317,1.2996,47.3742,521.7237,2393.9634,8129.2227,8.4103,0.03,392.2464,2392.6355,99.9342,38.8132,23.2845
10,5,0.0012737378662561968,0.00016670839211896867,100.0,518.5206,641.4399,1595.5782,1400.8789,14.6157,21.6964,554.6696,2386.2846,9051.5072,1.3021,47.4849,520.8532,2384.5321,8127.7994,8.4296,0.0301,391.2781,2381.441,99.8287,38.8246,23.308
10,6,0.00022586941233719885,0.0001511759717738611,100.0,519.4797,641.9212,1587.5567,1401.6648,14.6176,21.5796,555.7315,2392.0223,9057.9255,1.2987,47.4108,521.296,2389.7107,8133.4019,8.4134,0.03,392.7035,2388.8269,100.1499,38.848,23.2821
10,7,-0.0012705577270883022,0.00021062325269680088,100.0,518.5975,641.6202,1590.8574,1399.0389,14.6203,21.6134,554.4552,2390.3974,9021.5831,1.2972,47.4454,522.1574,2387.8156,8106.8902,8.4026,0.03,391.7259,2388.5278,100.3078,38.7307,23.2739
10,8,-0.0002951332324855843,0.00015676476650107663,100.0,518.694,642.7191,1588.9134,1401.6756,14.6068,21.5481,555.8645,2394.7128,9049.8552,1.3006,47.4118,520.8035,2386.9763,8140.6453,8.3974,0.03,392.0411,2388.2057,100.2061,38.8361,23.3535
10,9,0.0027178531138042587,0.00036252129957574917,100.0,519.1678,642.0747,1584.446,1396.6526,14.6131,21.6301,554.7625,2384.8633,9026.6883,1.3032,47.4439,520.8894,2381.4941,8146.6455,8.4232,0.03,393.0868,2383.7314,100.1787,38.931,23.3272
10,10,0.0019410995822022404,0.00022783653871917775,100.0,519.4149,641.8485,1587.6891,1402.1256,14.5947,21.5861,554.4396,2387.0628,9023.9794,1.2986,47.4603,520.9202,2383.4072,8128.4664,8.3899,0.03,391.5202,2391.696,99.8235,38.8161,23.2565
10,11,0.003484179098070882,0.00030700666578745167,100.0,519.694,643.5422,1588.5774,1398.9805,14.6317,21.5461,554.3398,2392.123,9049.3442,1.2983,47.4178,521.9455,2388.5682,8115.9395,8.4187,0.03,392.7622,2380.6455,100.1225,38.8229,23.3333
10,12,0.003014336006726447,0.00020124496723092106,100.0,518.6788,641.6794,1592.8626,1399.0862,14.6489,21.6284,554.415,2382.8591,9044.2441,1.2994,47.5562,521.1491,2388.979,8144.5067,8.424,0.0301,392.3618,2381.5085,100.0049,38.8754,23.3325
10,13,0.0021398360510657996,0.00020552248214570991,100.0,517.8571,643.2391,1589.3772,1399.3145,14.6128,21.6104,555.14,2386.9589,9043.122,1.3015,47.511,520.6981,2393.216,8146.6387,8.4281,0.03,392.1448,2386.5779,100.0039,38.8186,23.2847
10,14,0.0012283754106728472,0.000370238066319436,100.0,518.3982,643.2304,1591.2038,1400.7147,14.6155,21.6435,554.7405,2393.4432,9029.4998,1.3001,47.4028,521.0298,2385.5869,8128.1864,8.3924,0.03,391.3068,2393.826,99.8966,38.7797,23.3546
10,15,0.0019273529576485677,8.607643172066887e-05,100.0,517.9553,643.928,1587.0083,1399.9403,14.6142,21.6499,555.2971,2388.7098,9030.8782,1.2999,47.5221,521.1523,2392.8194,8138.1333,8.4228,0.03,392.1156,2388.6575,99.96,38.8549,23.3805
10,16,0.0031173118313261054,0.0001742050008610665,100.0,518.1759,641.0182,1592.3733,1395.9816,14.6284,21.5934,554.3039,2387.4792,9060.3326,1.3003,47.5293,522.3769,2386.4437,8156.6554,8.4064,0.03,392.669,2390.4973,100.06,38.8776,23.3369
10,17,0.0005096825691914926,0.00021767680781481795,100.0,519.7838,641.5016,1588.2262,1402.9673,14.6019,21.6585,554.3978,2388.8666,9044.6611,1.3024,47.394,521.0101,2388.6648,8145.8417,8.4038,0.03,392.4358,2391.9351,99.8297,38.7969,23.2976
10,18,0.002060208173573254,0.0001955226267816173,100.0,519.3431,643.3954,1586.1798,1400.9789,14.6145,21.5336,554.6877,2393.1479,9040.7413,1.2988,47.5475,521.7546,2389.4452,8142.0957,8.4306,0.0299,392.8569,2389.0245,100.2573,38.8633,23.3353
10,19,0.002194771960456213,0.00018754171924066008,100.0,518.8777,642.9685,1590.9235,1400.7017,14.5757,21.6081,554.5072,2385.3325,9020.4218,1.3011,47.4709,521.8593,2390.4482,8136.062,8.4063,0.03,391.7508,2387.264,99.9571,38.8563,23.3704
10,20,-0.0016114606645614591,0.00015854250374985784,100.0,520.0207,642.9752,1591.3807,1397.9584,14.6126,21.6278,553.8518,2383.1881,9057.9436,1.3036,47.4935,522.1692,2399.2696,8149.0211,8.4013,0.03,392.2642,2388.5621,100.0419,38.856,23.2554
10,21,0.0025761459183196067,0.00021363677697232704,100.0,518.4802,643.4006,1587.0481,1399.8509,14.6514,21.6131,554.4833,2392.103,9049.2184,1.2991,47.579,521.1842,2385.0356,8146.2228,8.4103,0.03,391.3456,2385.6837,99.9881,38.8838,23.3173
10,22,0.0012327802816052274,0.0003320146439410634,100.0,518.8145,642.7942,1587.9656,1398.7186,14.6269,21.6048,555.435,2385.6867,9046.1592,1.3004,47.3961,520.5158,2388.7733,8147.7351,8.4244,0.03,392.2545,2392.9273,100.2405,38.9266,23.2685
10,23,0.0011661110353320936,0.00022674215841618714,100.0,517.1593,643.1722,1592.4676,1397.737,14.6241,21.5837,554.8027,2389.2837,9023.6346,1.2981,47.6472,522.8361,2390.0638,8148.693,8.4039,0.03,391.5808,2386.5104,100.0761,38.8236,23.3071
10,24,-0.001452096098011319,0.0001828909823468291,100.0,519.264,642.5379,1588.8159,1403.0948,14.587,21.5715,552.4798,2388.0731,9069.1159,1.2991,47.534,521.9922,2396.6972,8139.6847,8.4421,0.0301,391.6965,2390.1507,99.9255,38.8455,23.3252
10,25,0.0022911163940861393,0.00013465079520212072,100.0,518.5484,641.5396,1587.0474,1401.0771,14.6154,21.6174,554.5567,2392.7427,9056.8157,1.2986,47.5874,520.378,2384.3805,8122.2668,8.4078,0.03,391.3861,2395.2154,99.7924,38.847,23.3324
10,26,-0.00042769075408086946,0.00015792119720828808,100.0,518.6593,642.9056,1588.6166,1400.8142,14.6167,21.5968,554.4763,2389.9469,9027.5669,1.3018,47.3543,520.7055,2391.537,8105.867,8.3876,0.03,392.5949,2384.6571,99.9129,38.828,23.3197
10,27,0.004306603000299744,0.0001854809232131667,100.0,518.3195,643.3553,1587.9095,1402.7912,14.637,21.5709,553.8633,2389.4224,9037.9,1.3008,47.3735,521.3957,2386.779,8126.9072,8.414,0.03,391.5345,2390.8082,99.883,38.7456,23.2898
10,28,-0.0007998223289662802,9.391948547862425e-05,100.0,519.9303,643.6532,1589.0222,1401.9417,14.5912,21.6056,554.8103,2385.8703,9047.169,1.3011,47.4746,520.1292,2395.0541,8149.4543,8.4163,0.0299,391.4162,2390.7579,99.8689,38.8445,23.3175
10,29,-0.0006881043179547163,0.00019712440601538442,100.0,518.6035,642.8643,1587.3728,1396.5941,14.6082,21.5723,554.5491,2383.9763,9030.4055,1.3009,47.3832,523.0196,2387.7857,8131.8057,8.3994,0.03,391.888,2385.8349,99.9553,38.812,23.3061
10,30,0.0032259785115237596,0.00018158188929556305,100.0,519.6582,642.7107,1587.8628,1398.7937,14.633,21.649,554.7931,2390.6644,9022.1126,1.2956,47.2798,521.0738,2382.262,8141.1554,8.408,0.03,391.5341,2395.0561,99.9584,38.8162,23.3038
10,31,-0.0006028827086753167,7.21229008773903e-05,100.0,518.4308,643.4539,1589.441,1401.4682,14.6159,21.6505,555.4399,2389.9012,9035.4356,1.2977,47.4887,523.4448,2398.797,8133.177,8.3887,0.03,391.54,2386.8317,100.0122,38.8544,23.2983
